Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,87,90,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,19,19,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,41,41,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,41,41,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,85+,64,64,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,180,180,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,21,24,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,39,39,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,85+,47,51,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,118,126,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,45-54,12,12,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,55-64,11,11,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,65-74,27,27,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,75-84,23,23,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,85+,16,16,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrest,I46,All Ages,98,98,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,17,19,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,23,23,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,35,35,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,88,92,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,65-74,16,16,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,75-84,38,38,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,85+,67,67,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Heart failure,I50,All Ages,132,132,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,12,12,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,12,15,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,14,14,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,27,28,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,72,76,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,13,15,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,20,22,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,27,29,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,33,35,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,109,117,
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,45-54,15,15,
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,55-64,29,29,
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,65-74,45,45,
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,75-84,46,46,
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,85+,13,13,
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Sepsis,Sepsis,A40-A41,All Ages,154,154,
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,11,11,
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,21,21,
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,18,20,
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,19,22,
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,78,83,
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,45-54,13,13,
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,55-64,35,35,
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,65-74,60,61,
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,75-84,47,47,
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,85+,47,47,
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Diabetes,Diabetes,E10-E14,All Ages,213,214,
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,35-44,10,10,
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,45-54,16,16,
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,55-64,25,25,
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,65-74,26,26,
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,75-84,12,12,
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Obesity,Obesity,E65-E68,All Ages,97,97,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,55-64,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,75-84,30,30,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,85+,59,60,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Alzheimer disease,Alzheimer disease,G30,All Ages,92,93,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,12,12,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,57,57,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,69,69,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,143,143,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,45-54,11,11,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,55-64,24,29,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,65-74,33,35,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,75-84,42,42,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,85+,26,27,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,Renal failure,Renal failure,N17-N19,All Ages,141,151,
1/10/2021,1/4/2020,1/9/2021,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,UT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
